features,details,expires_at,url,price_number,business_type,latitude,longitude,city,district,category,title,description,area,year,rooms,price,price_per_meter,floor,token
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۵"", ""جهت ساختمان"": ""شمالی"", ""بازسازی‌ شده"": ""هست""}",2026-08-17T12:25:21.345091,https://divar.ir/v/gaZ1O71k,32500000768,premium-panel,,,تهران,گیشا,فروش آپارتمان,گیشا ۹۳ متر دو خوابه,"اگر به دنبال یک واحد خوش‌نقشه، پرنور و آماده سکونت هستید، این فایل یکی از بهترین گزینه‌های منطقه است.
۹۳ متر، حدود ۲۰ سال ساخت، اما فول بازسازی شده با متریال باکیفیت و طراحی مدرن؛ آماده برای سکونت بدون نیاز به هیچ هزینه‌ای.
واقع در ساختمان ۵ طبقه دو واحدی، طبقه دوم، ساختمان شمالی و واحد جنوبی؛ رو به کوچه و رو به آفتاب با نورگیری فوق‌العاده در تمام ساعات روز.
✨ سالن پذیرایی بزرگ، پرده‌خور و بسیار خوش‌چیدمان
✨ پنجره‌های قدی سرتاسری با نور طبیعی فراوان
✨ دو اتاق خواب بزرگ و کاربردی
✨ نقشه‌ای بی‌نقص و بدون فضای پرت
ساختمان دارای مشاعات تمیز، محیطی آرام و دسترسی بسیار مناسب به خیابان‌های اصلی، مراکز خرید و وسایل حمل‌ونقل است.
✅ ۹۳ متر واقعی
✅ حدود ۲۰ سال ساخت
✅ فول بازسازی شده
✅ طبقه دوم ایده‌آل
✅ ساختمان شمالی، واحد جنوبی
✅ رو به آفتاب و غرق در نور
✅ پنجره‌های قدی
✅ سالن پرده‌خور و نقشه عالی
✅ لوکیشن مناسب و دسترسی عالی

مشاور شما کیایی املاک 26",۹۳,۱۳۸۳,۲,"‏۳۲,۵۰۰,۰۰۰,۰۰۰ تومان","‏۳۴۹,۴۶۲,۰۰۰ تومان",۲ از ۵,gaZ1O71k
"{""آسانسور"": true, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سنگ"": true, ""سرویس بهداشتی ایرانی"": true, ""سرمایش کولر آبی"": true, ""گرمایش شوفاژ"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۴"", ""جهت ساختمان"": ""جنوبی""}",2026-08-01T19:58:54.665553,https://divar.ir/v/gaFB0GeE,8700000256,premium-panel,,,تهران,سلسبیل جنوبی,فروش آپارتمان,45متر/نوساز/ سلسبیل /چسب مترو/مشاورشما هرجونی,"به نام خالق روزی دهنده 

45متری
1 خواب 

چهار  طبقه  تک واحدی
طبقه اول 

گذر پهن 
تاپ لوکیشن 
نوساز 
متریال درجه یک 
فروشنده واقعی و منعطف 

ساعت پاسخگویی 8 صبح تا 12شب 

عقد قرارداد پایان کار نیست آغاز تعهد ما به شماست 

هرجونی هستم مشاور شما",۴۵,۱۴۰۵,۱,"‏۸,۷۰۰,۰۰۰,۰۰۰ تومان","‏۱۹۳,۳۳۳,۰۰۰ تومان",۱ از ۴,gaFB0GeE
"{""آسانسور"": true, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی و فرنگی"": true, ""سرمایش کولر گازی"": true, ""گرمایش شوفاژ"": true, ""تأمین‌کننده آب گرم پکیج"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۴"", ""جهت ساختمان"": ""جنوبی"", ""سند"": ""تک‌برگ"", ""نمای ساختمان"": ""ترکیبی""}",2026-08-12T14:31:14.903648,https://divar.ir/v/gaTNX5op,10000000000,premium-panel,,,تهران,سلسبیل جنوبی,فروش آپارتمان,۵۵متر ۱خواب نوساز در سلسبیل (سند اماده),"✅️۵۵متر
✅️۱خواب 
✅️طبقه سوم
✅️تک واحدی

✅️کابینت نئوکلاسیک
✅️کف سرامیک
✅️نورپردازی لاین نور
✅️سرویس ایرانی و فرنگی
✅️کمد دیواری
✅️کولر گازی
✅️پکیج
✅️شوفاژ

✅️اسانسور ایتالیایی
✅️انباری جادار
✅️بالکن کاربردی

✅️بدون ۱سانت اصلاحی
✅️بسیار خوشنقشه
✅️نورگیر عالی از دو جهت
✅️دسترسی بی‌نظیر به مترو بی آرتی و بازار 
✅️امکان اخذ وام تا ۱،۳۰۰،۰۰۰،۰۰۰

⭐️کارشناس فروش تخصصی منطقه،آرمان⭐️",۵۵,۱۴۰۴,۱,"‏۱۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۸۱,۸۱۸,۰۰۰ تومان",۳ از ۴,gaTNX5op
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۴"", ""سند"": ""تک‌برگ"", ""وضعیت سکونت"": ""تخلیه"", ""بازسازی‌ شده"": ""هست""}",2026-08-18T13:05:23.703822,https://divar.ir/v/gazsL0o7,6649999872,premium-panel,,,تهران,سلسبیل شمالی,فروش آپارتمان,فروش ۴۶ متر / تخلیه / خیابان کلهر,"به نام خداوند گشاینده 

این ملک برای کسانی است که دنبال لوکیشن عالی 
میگردند 

فروش ۴۶ متر ( فوق العاده ) 

تک خواب 

انباری سندی و بالکن کاربردی 

بازسازی شده 

کم واحد 

سالن مربع و نقشه مهندسی 

غرق در نور 

جای پارک فراوان 

طبقه سوم سند ( چهارم ) 

مدارک تکمیل 

فروشنده واقعی و صد در صد 

مشاور شما : آقای کیان شُکری",۴۶,۱۳۸۶,۱,"‏۶,۶۵۰,۰۰۰,۰۰۰ تومان","‏۱۴۴,۵۶۵,۰۰۰ تومان",۳ از ۴,gazsL0o7
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی و فرنگی"": true, ""سرمایش کولر آبی"": true, ""گرمایش شومینه"": true, ""تأمین‌کننده آب گرم آبگرم‌کن"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۳"", ""جهت ساختمان"": ""جنوبی"", ""سند"": ""تک‌برگ"", ""نوع آشپزخانه"": ""اپن""}",2026-08-17T12:06:59.870399,https://divar.ir/v/gaZhOwzE,30499999744,personal,,,تهران,جهاد,فروش آپارتمان,آپارتمان خوش نقشه ۱۲۵متری,واحد ۱۲۵ متری دارای بالکن، آشپزخانه اپن، گاز رومیزی، هود، آبگرمکن دیواری نو، کولر آبی، شومینه و بخاری، سالن بزرگ، دو اتاق خواب، سرویس بهداشتی مجزا ایرانی و فرنگی، با قدرالسهم خیلی خوب از زمین,۱۲۵,قبل از ۱۳۷۰,۲,"‏۳۰,۵۰۰,۰۰۰,۰۰۰ تومان","‏۲۴۴,۰۰۰,۰۰۰ تومان",۱ از ۳,gaZhOwzE
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف پارکت چوب"": true, ""سرویس بهداشتی ایرانی"": true, ""سرمایش کولر آبی"": true, ""گرمایش بخاری"": true, ""تأمین‌کننده آب گرم آبگرم‌کن"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۴"", ""جهت ساختمان"": ""جنوبی"", ""سند"": ""تک‌برگ"", ""نوع آشپزخانه"": ""جزیره"", ""نمای ساختمان"": ""آجر"", ""وضعیت سکونت"": ""مستاجر سکونت دارد""}",2026-08-16T10:03:56.706969,https://divar.ir/v/gaYtnSwA,5600000000,premium-panel,,,تهران,سلسبیل شمالی,فروش آپارتمان,آپارتمان ۴۰متر تک واحدی نزدیک آذربایجان,"به نام خدا

درود برشما

واحد نقلی جهت سرمایه گذاری
سوددهی منطقی ماهانه با خرید و فروش ملک
سرمایه گذاری امن با سند تک برگ ب نام شما

در بهترین منطقه تهران 
بازه زمانی یک ماهه

تماس در خدمتم

وحید هستم ارادتمند شما

گروه مشاورین املاک بزرگ محمدی 
دارای پروانه تخصصی اتحادیه املاک",۴۱,۱۳۸۴,۱,"‏۵,۶۰۰,۰۰۰,۰۰۰ تومان","‏۱۳۶,۵۸۵,۰۰۰ تومان",۲ از ۴,gaYtnSwA
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}","{""سند"": ""تک‌برگ"", ""تعداد سرویس بهداشتی"": ""۲"", ""تعداد پارکینگ"": ""۲"", ""بازسازی‌ شده"": ""هست""}",2026-07-25T19:03:47.638404,https://divar.ir/v/gaUsGqVO,35000000512,premium-panel,,,تهران,گاندی,فروش آپارتمان,گاندی ۱۲۰ متر ۲ خواب,"درود 
املاک سیب شعبه پارک ملّت 

آپارتمان مسکونی واقع در گاندی جنوبی
دسترسی سریع به خیابان ولیعصر و میدان آرژانتین

ورودی ساختمان از لابی شیک 
طبقه عالی ، غرق در نـور 
نوسازی شده 

دو لاین آسانسور دارد
دو تراس کاربردی دارد
دو پارکینگ دارد
پله اضطراری (فرار) دارد 

عکسها واقعی است 

فقط تماس 
با احترام ، مشاور شما : مختاری",۱۲۰,۱۳۸۱,۲,"‏۳۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۹۱,۶۶۶,۰۰۰ تومان",۴,gaUsGqVO
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سنگ"": true, ""سرویس بهداشتی ایرانی و فرنگی"": true, ""سرمایش داکت اسپلیت"": true, ""گرمایش داکت اسپلیت"": true, ""تأمین‌کننده آب گرم پکیج"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۵"", ""جهت ساختمان"": ""شمالی"", ""سند"": ""تک‌برگ"", ""نوع آشپزخانه"": ""اپن"", ""نمای ساختمان"": ""ترکیبی"", ""وضعیت سکونت"": ""تخلیه"", ""تعداد سرویس بهداشتی"": ""۲"", ""تعداد پارکینگ"": ""۱"", ""تعداد حمام"": ""۱""}",2026-08-16T14:20:42.512337,https://divar.ir/v/gaxowTos,45499998208,premium-panel,,,تهران,گیشا,فروش آپارتمان,۸۳متر*نوساز شمالی-جنوبی*فایل شخصی,"⭕️فایل شخصی⭕️

فرعی زوج‌گیشا
ساختمان شمالی واحد جنوبی
رو به آفتاب
پارکینگ و انباری و آسانسور
خوش نقشه بدون کمترین فضای پرت
امکان‌پرداخت ۶ ماهه

مشاور شما عرفان✅
خانه سبز✅",۸۳,۱۴۰۴,۲,"‏۴۵,۵۰۰,۰۰۰,۰۰۰ تومان","‏۵۴۸,۱۹۲,۰۰۰ تومان",۳ از ۵,gaxowTos
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی"": true, ""سرمایش کولر آبی"": true, ""گرمایش بخاری"": true, ""تأمین‌کننده آب گرم آبگرم‌کن"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۴"", ""جهت ساختمان"": ""شمالی"", ""سند"": ""تک‌برگ"", ""نوع آشپزخانه"": ""اپن"", ""نمای ساختمان"": ""سنگ"", ""وضعیت سکونت"": ""تخلیه""}",2026-08-17T11:57:16.901925,https://divar.ir/v/gaZZO6xi,4249999872,personal,,,تهران,حر,فروش آپارتمان,واحد نقلی,"چهارراه لشکر، اول خ. غفاری
تخلیه و آماده محضر
امکان حدود ۴۰۰ تا ۵۰۰ رهن یا ۲۰۰ م رهن با ۱۲ م اجاره
پاگرد بالا، انباری
امکان پارک ماشین در حیاط
«املاک.»",۴۰,۱۳۸۳,۱,"‏۴,۲۵۰,۰۰۰,۰۰۰ تومان","‏۱۰۶,۲۵۰,۰۰۰ تومان",۴ از ۴,gaZZO6xi
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سنگ"": true, ""سرویس بهداشتی ایرانی و فرنگی"": true, ""سرمایش داکت اسپلیت"": true, ""گرمایش داکت اسپلیت"": true, ""تأمین‌کننده آب گرم پکیج"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۵"", ""جهت ساختمان"": ""شمالی"", ""سند"": ""تک‌برگ"", ""نوع آشپزخانه"": ""نیمه اپن"", ""نمای ساختمان"": ""سنگ"", ""وضعیت سکونت"": ""تخلیه"", ""تعداد سرویس بهداشتی"": ""۳"", ""تعداد پارکینگ"": ""۳"", ""تعداد حمام"": ""۲""}",2026-07-30T11:28:40.584852,https://divar.ir/v/gaCVioPB,88000004096,premium-panel,,,تهران,گیشا,فروش آپارتمان,۱۶۰متر/نوساز/تک واحد/۳ پارکینگ سندی,"اگر دنبال یه واحد خاص و کم نظیر در گیشا میگردین این گزینه رو از دست ندین.
نوساز تک واحدی✅
۳ پارکینگ سندی✅
ورودی از لابی✅
موقعیت دو نبش با نورگیری عالی✅

واحدی دلباز،با حریم خصوصی بالا و کیفیت ساخت عالی،مناسب برای کسانی که دنبال یه خونه متفاوت هستن

برای اطلاعات بیشتر لطفا تماس بگیرین⚜️
مشاور شما عرفان⚜️
املاک خانه سبز⚜️",۱۶۰,۱۴۰۴,۳,"‏۸۸,۰۰۰,۰۰۰,۰۰۰ تومان","‏۵۵۰,۰۰۰,۰۰۰ تومان",۵ از ۵,gaCVioPB
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}",{},2026-08-20T18:20:01.267027,https://divar.ir/v/ga2gajZP,59499999232,premium-panel,,,تهران,گیشا,فروش آپارتمان,۱۲۰ متر*نوساز/چشم انداز بدون مشرف,"نوساز کلید نخورده✅
ساختمان با بهترین متریال روز✅
ویوو ابدی شمال تهران✅
بدون هیچ گونه مشرف✅
۳ خواب و ۱ خواب مستر✅
بازدید آسان کلید در اختیار✅

موارد مشابه دو خواب و سه خواب موجود است✅

مشاور شما عرفان❇️
املاک خانه سبز",۱۲۰,۱۴۰۵,۳,"‏۵۹,۵۰۰,۰۰۰,۰۰۰ تومان","‏۴۹۵,۸۳۳,۰۰۰ تومان",۲,ga2gajZP
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۴"", ""سند"": ""تک‌برگ""}",2026-08-17T11:54:23.530068,https://divar.ir/v/gaZt9Iwp,4800000000,premium-panel,,,تهران,اسکندری,فروش آپارتمان,اپارتمان۵۰متری/فول بازسازی/مناسب سرمایه گذاری,"بهترین گزینه جهت سرمایه گذاری در ملک
زیر قیمت منطقه اول قیمت بگیرید
همکاران محترم به هیچ عنوان تماس نگیرید


باشرایط پرداخت عالی
۱۲۸۰م وام شما دوندگی از ما
۵۵۰م رهن از ما تضمینی
۳۵۷۰م پرداختی شما
قیمت کل۵۳۵۰م

۵۰متر خوش نقشه بدون۱سانت پرتی
بهترین لوکیشن منطقه خ خرمشهر شمالی
واقع در محله ای امن و ارام گذر۸متری
دسترسی اسان به مترو و بی ارتی
۴طبقه ۲ واحدی طبقه دوم
سالن مربع با قابلیت چیدمان عالی
اشپزخانه فولmdf،هودوگازرومیزی
۱خواب بزرگ و مستر تخت خور
کمددیواری۳درب جادار
حمام و سرویس مجزا

مطمئن خرید کنید،سندتک برگ،کدرهگیری

مشاور شما:سپهری",۵۰,۱۳۸۵,۱,"‏۴,۸۰۰,۰۰۰,۰۰۰ تومان","‏۹۶,۰۰۰,۰۰۰ تومان",۲ از ۴,gaZt9Iwp
"{""آسانسور ندارد"": false, ""پارکینگ"": true, ""انباری"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۳"", ""سند"": ""تک‌برگ"", ""نمای ساختمان"": ""سنگ""}",2026-08-17T11:54:11.988527,https://divar.ir/v/gaZtNZPU,6499999744,premium-panel,,,تهران,خرمشهر,فروش آپارتمان,اپارتمان۵۲متری/پارکینگدار/ نقشه بینظیر/محبوب مجاز,"بهترین گزینه جهت سرمایه گذاری در ملک
پارکینگ سندی غیر مزاحم

باشرایط،پرداخت عالی 
۱۲۸۰م وام شما دوندگی از ما 
۱۵۰م در رهن برجی ۷م اجاره
۵۷۰۰م نقد شما
قیمت پارکینگ طبق عرف منطقه محاسبه میشود

۵۲متر خوش نقشه بدون ۱ سانت پرتی
بهترین لوکیش منطقه محبوب مجاز شرقی
واقع در محله ای امن و ارام گذر۸متری
دسترسی اسان به مترو و بی ار تی
۳طبقه دو واحدی طبقه سوم،نماسنگ
سالن مربع با قالیت چیدمان عالی
اشپزخانه فولmdf،هودوگازرومیزی
۱خواب بزرگ و مستر تخت خور
حمام و سرویس مجزا

مطمئن خریدکنید،سندتک برگ،کدرهگیری

مشاور شما:سپهری
✳️املاک بزرگ فرتاک✳️",۵۲,۱۳۹۰,۱,"‏۶,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۲۵,۰۰۰,۰۰۰ تومان",۳ از ۳,gaZtNZPU
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری ندارد"": false}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۵""}",2026-08-17T11:53:59.518584,https://divar.ir/v/gaZZ-Zxc,24000000000,premium-panel,,,تهران,اسکندری,فروش آپارتمان,آپارتمان ۳ خوابه فول,"(باسمه تعالی)
■واحد بسیار خوش نقشه
■دارای پارکینگ غیر مزاحم
■۵ طبقه تک واحدی
□در صورت تمایل تماس بگیرید
○مشاور شما علی اکبر محمودزاده",۱۱۰,۱۴۰۵,۳,"‏۲۴,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۱۸,۱۸۱,۰۰۰ تومان",۵ از ۵,gaZZ-Zxc
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true}",{},2026-08-17T11:53:52.317513,https://divar.ir/v/gaZxt6kz,3900000000,premium-panel,,,تهران,هلال احمر,فروش آپارتمان,۴۳متر/طبقه اول/پرده خور,"به نام خداوند جان 
گروه مشاورین املاک فرتاک
قابل توجه سرمایه گذاران محترم

۴۳متر 
۱خواب
خوش نقشه 
و
بدون پرتی
انباری
سالن پرده خور
موقعیت مکانی عالی
فاصله تا مترو و BRT کمتر از پنج دقیقه
مالک فروشنده ی واقعی می باشد
در صورت تمایل مستاحر مبلغ ۵۰۰ میلیون رهن میکند
فقط با مبلغ ۳/۴۰۰ صاخب خانه در مرکز شهر خواهید شد
مشاور: خانم شمس",۴۳,۱۳۸۴,۱,"‏۳,۹۰۰,۰۰۰,۰۰۰ تومان","‏۹۰,۶۹۷,۰۰۰ تومان",۱,gaZxt6kz
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری ندارد"": false, ""بالکن دارد"": true, ""جنس کف سنگ"": true, ""سرویس بهداشتی ایرانی و فرنگی"": true, ""سرمایش کولر آبی"": true, ""گرمایش شوفاژ"": true, ""تأمین‌کننده آب گرم پکیج"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۶"", ""جهت ساختمان"": ""جنوبی"", ""سند"": ""تک‌برگ""}",2026-08-17T12:22:30.016585,https://divar.ir/v/gayA2PxA,30000001024,premium-panel,,,تهران,قزل قلعه,فروش آپارتمان,فروش واحد زیر قیمت,"سلام و عرض ادب
واحد بسیار خوش نقشه
سالن پرده خور و مربع و قابل چیدمان
۳ خواب استاندارد بدون پرتی
تی وی مجزا….. مشاعات بسیار تمیز
فایل شخصی….. فروش فوری
کارشناس امور ملکی
شروین",۱۵۶,۱۳۷۸,۳,"‏۳۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۹۲,۳۰۷,۰۰۰ تومان",۴ از ۶,gayA2PxA
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true, ""سرمایش کولر آبی"": true, ""تأمین‌کننده آب گرم پکیج"": true}","{""تعداد واحد در طبقه"": ""۱"", ""سند"": ""تک‌برگ"", ""وضعیت سکونت"": ""تخلیه"", ""قابل معاوضه"": ""دارد""}",2026-08-11T13:25:33.138755,https://divar.ir/v/gaSJxrkU,9100000256,personal,,,تهران,قلمستان,فروش آپارتمان,فروش،معاوضه،اپارتمان۷۰مترتکواحدامیریه۲خواب،طبقه۲,"توضیحات کامل 
اپارتمان به متراژ ۷۰متر با ۲متر انباری سندی 
تکواحد طبقه دوم نور گیر عالی ملک دونبش 
بالکن دارد / حمام داخل اتاق / دوخواب
بسیار خوش نقشه / دنج و خلوت 
معاوضه با اپارتمان کوچکتر طبقه اول یا دوم
کابینت ام دی اف / گاز صفحه ای 
کولر آبی نو و پکیج نو نصب شده
درب سرویس ها تعویض شده
اپارتمان تخلیه و تک برگ سند سبز / اماده انتقال
دسترسی آسان ۱۰ دقیقه ای به بی ار تی خیابان ولیعصر
و مترو منیریه 
محدوده مدرس ناصر شراره امیربهادر
جهت بازدید در تمام ایام هفته ساعت ۶ عصر به بعد 
////////////////  املاک ایران  //////////////////",۷۰,۱۳۸۷,۲,"‏۹,۱۰۰,۰۰۰,۰۰۰ تومان","‏۱۳۰,۰۰۰,۰۰۰ تومان",۲,gaSJxrkU
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی"": true, ""سرمایش کولر آبی"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۴"", ""سند"": ""تک‌برگ"", ""وضعیت سکونت"": ""تخلیه""}",2026-08-17T11:47:57.415338,https://divar.ir/v/gaZVuDap,6099999744,premium-panel,,,تهران,خرمشهر,فروش آپارتمان,61 متر، 1خواب 20متر حیاط بریانک شرقی,"هوالرزاق 

61 متر ، تکخواب 

20 متر حیاط اختصاصی

دواحدی

طبقه همکف
گذر 10متری

نزدیک مترو بی ارتی

22 سال ساخت
قیمت6100


مشاور و کارشناس
کاوسی
صفری",۶۱,۱۳۸۰,۱,"‏۶,۱۰۰,۰۰۰,۰۰۰ تومان","‏۱۰۰,۰۰۰,۰۰۰ تومان",همکف از ۴,gaZVuDap
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سنگ"": true, ""سرویس بهداشتی ایرانی و فرنگی"": true, ""سرمایش داکت اسپلیت"": true, ""گرمایش داکت اسپلیت"": true, ""تأمین‌کننده آب گرم پکیج"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۵"", ""جهت ساختمان"": ""جنوبی"", ""سند"": ""تک‌برگ""}",2026-07-28T19:11:44.514477,https://divar.ir/v/ga_8OJsy,37499998208,premium-panel,,,تهران,یوسف‌آباد,فروش آپارتمان,فروش واحد ۱۲۰ متری,"سلام و عرض ادب 
واحد بسیار خوش نقشه
سالن پرده خور مربع و قابل چیدمان
۲ خواب استاندارد بدون پرتی
فروش فوری … زیر قیمت
کارشناس امور ملکی
شروین",۱۲۰,۱۴۰۰,۲,"‏۳۷,۵۰۰,۰۰۰,۰۰۰ تومان","‏۳۱۲,۵۰۰,۰۰۰ تومان",۵ از ۵,ga_8OJsy
"{""آسانسور ندارد"": false, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی"": true, ""سرمایش کولر آبی"": true, ""گرمایش بخاری"": true, ""تأمین‌کننده آب گرم آبگرم‌کن"": true}","{""تعداد کل طبقات ساختمان"": ""۴"", ""سند"": ""تک‌برگ"", ""نوع آشپزخانه"": ""جزیره"", ""نمای ساختمان"": ""سنگ"", ""وضعیت سکونت"": ""مستاجر سکونت دارد"", ""بازسازی‌ شده"": ""هست""}",2026-08-16T15:50:27.285484,https://divar.ir/v/gaYxsf00,4499999744,premium-panel,,,تهران,هلال احمر,فروش آپارتمان,50 متر / بازسازی شده / زیر قیمت منطقه,"♦️♦️ 50 متر | دو خواب | فول امکانات | فروش فوری

✨ فرصتی استثنایی، زیر قیمت منطقه

✅  50 متر، خوش‌نقشه و بسیار نورگیر
✅ خواب بزرگ و تخت‌خور
✅ سالن مربع و دلباز
✅ بازسازی‌شده، تمیز و کم‌سروصدا


♦️امکانات:
✔️پارکینگ موتور / و پارکینگ اجاره ای
✔️بالکن
✔️انباری

⭕️ قیمت کل: .....4.500 میلیارد 

♦️ واقع در بهترین لوکیشن منطقه با دسترسی عالی به:

✔️مترو و BRT
✔️مراکز خرید
✔️مراکز درمانی
✔️مسیرهای اصلی

⭐ مناسب برای سکونت و سرمایه‌گذاری

❗️مالک واقعی فروشنده است.
❗️ملک کارشناسی شده و با قیمت مناسب عرضه شده است.

☎️ برای دریافت اطلاعات بیشتر و هماهنگی بازدید تماس بگیرید.",۵۰,۱۳۸۴,۲,"‏۴,۵۰۰,۰۰۰,۰۰۰ تومان","‏۹۰,۰۰۰,۰۰۰ تومان",۲ از ۴,gaYxsf00
"{""آسانسور ندارد"": false, ""پارکینگ"": true, ""انباری"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۴""}",2026-08-16T15:47:58.957149,https://divar.ir/v/gaYtc7ak,10899999744,premium-panel,,,تهران,سلسبیل شمالی,فروش آپارتمان,73 متر دو خواب،پارکینگ غیر مزاحم،(سلسبیل),"هلدینگ بزرگ سام
♦️ با ۲ شعبه و حدود ۳۰۰ مشاور پیگیر خرید شما عزیزان هستیم ♦️

 ۷۳ متر | دو خواب

 آدرس: رودکی / سپه

✅ طبقه اول (در ساختمان ۴ طبقه، تک‌واحدی)
 سال ساخت: ۱۳۸۶

 امکانات:
• پارکینگ غیرمزاحم
• انباری

 قیمت: ۱۰,۹۰۰,۰۰۰,۰۰۰ تومان

 کارشناس فروش:
• آقای کیان

*جهت هماهنگی بازدید و دریافت اطلاعات بیشتر، لطفاً تماس بگیرید.*",۷۳,۱۳۸۶,۲,"‏۱۰,۹۰۰,۰۰۰,۰۰۰ تومان","‏۱۴۹,۳۱۵,۰۰۰ تومان",۱ از ۴,gaYtc7ak
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن ندارد"": true, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی"": true, ""سرمایش کولر آبی"": true, ""گرمایش بخاری"": true, ""تأمین‌کننده آب گرم آبگرم‌کن"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۴"", ""سند"": ""تک‌برگ""}",2026-08-16T15:47:27.92848,https://divar.ir/v/gaYtczkZ,5600000000,premium-panel,,,تهران,بریانک,فروش آپارتمان,40متر /تکواحدی/محبوب مجاز /فوری,"////به نام خدا///

40متر /تک خواب تخت خور 
          چهار طبقه تکواحدی/طبقه دوم سندی 
 خوش نقشه/سالن پرده خور 
       گذر پهن /نور گیر عالی /فول دیزاین شده
دسترسی عالی به مترو و مراکز خرید و.....

        قابلیت رهن تا 700میلیون تومان 
       قابلیت دریافت وام زوجین و انفرادی 


      برای اطلاعات بیشتر تماس بگیرید 

هلدینگ بزرگ املاک سام 
کارشناس شما آقای چراغی",۴۰,۱۳۹۳,۱,"‏۵,۶۰۰,۰۰۰,۰۰۰ تومان","‏۱۴۰,۰۰۰,۰۰۰ تومان",۲ از ۴,gaYtczkZ
